id,model,year,trim,category,mileage_km,engine,transmission,fuel_type,color,region_specs,price_aed,price_sar
185,Honda Civic Sedan,2021,LX,سيدان صغيرة,103397,2.0L,CVT,بنزين,أبيض لؤلؤي,مواصفات خليجية (GCC),76500,78030
186,Honda Civic Sedan,2021,Sport,سيدان صغيرة,76050,1.5L توربو,CVT,بنزين,برتقالي,مواصفات يابانية,70500,71910
187,Honda Civic Sedan,2021,Sport,سيدان صغيرة,96694,1.5L توربو,CVT,بنزين,أبيض ثلجي,مواصفات أوروبية,66000,67320
188,Honda Civic Sedan,2021,Sport,سيدان صغيرة,77194,1.5L توربو,CVT,بنزين,بني برونزي,مواصفات خليجية (GCC),78000,79560
189,Honda Civic Sedan,2021,EX,سيدان صغيرة,89947,1.5L توربو,CVT,بنزين,أسود معدني,مواصفات أوروبية,81000,82620
190,Honda Civic Sedan,2021,EX,سيدان صغيرة,94724,1.5L توربو,CVT,بنزين,أزرق داكن,مواصفات خليجية (GCC),78000,79560
191,Honda Civic Sedan,2021,EX,سيدان صغيرة,101164,1.5L توربو,CVT,بنزين,برتقالي,مواصفات أمريكية,89000,90780
192,Honda Civic Sedan,2021,EX-L,سيدان صغيرة,82448,1.5L توربو,CVT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),100000,102000
193,Honda Civic Sedan,2021,EX-L,سيدان صغيرة,112427,1.5L توربو,CVT,بنزين,أزرق داكن,مواصفات يابانية,82500,84150
194,Honda Civic Sedan,2021,EX-L,سيدان صغيرة,94558,1.5L توربو,CVT,بنزين,أبيض لؤلؤي,مواصفات خليجية (GCC),98500,100470
195,Honda Civic Sedan,2021,Touring,سيدان صغيرة,83061,1.5L توربو,CVT,بنزين,برتقالي,مواصفات خليجية (GCC),108000,110160
196,Honda Civic Sedan,2021,Touring,سيدان صغيرة,74486,1.5L توربو,CVT,بنزين,بيج شامبين,مواصفات خليجية (GCC),106000,108120
197,Honda Civic Sedan,2021,Touring,سيدان صغيرة,109113,1.5L توربو,CVT,بنزين,بيج شامبين,مواصفات خليجية (GCC),99500,101490
198,Honda Civic Sedan,2022,LX,سيدان صغيرة,59272,2.0L,CVT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),79500,81090
199,Honda Civic Sedan,2022,LX,سيدان صغيرة,51073,2.0L,CVT,بنزين,أخضر زيتوني,مواصفات أمريكية,83500,85170
200,Honda Civic Sedan,2022,LX,سيدان صغيرة,70792,2.0L,CVT,بنزين,رمادي فضي,مواصفات أوروبية,84500,86190
201,Honda Civic Sedan,2022,Sport,سيدان صغيرة,85585,1.5L توربو,CVT,بنزين,برتقالي,مواصفات يابانية,87500,89250
202,Honda Civic Sedan,2022,Sport,سيدان صغيرة,58149,1.5L توربو,CVT,بنزين,رمادي فضي,مواصفات خليجية (GCC),93500,95370
203,Honda Civic Sedan,2022,Sport,سيدان صغيرة,72397,1.5L توربو,CVT,بنزين,أزرق داكن,مواصفات خليجية (GCC),75500,77010
204,Honda Civic Sedan,2022,EX,سيدان صغيرة,71696,1.5L توربو,CVT,بنزين,بني برونزي,مواصفات يابانية,83000,84660
205,Honda Civic Sedan,2022,EX,سيدان صغيرة,73092,1.5L توربو,CVT,بنزين,أبيض لؤلؤي,مواصفات يابانية,102000,104040
206,Honda Civic Sedan,2022,EX,سيدان صغيرة,51330,1.5L توربو,CVT,بنزين,أسود معدني,مواصفات أوروبية,93000,94860
207,Honda Civic Sedan,2022,EX-L,سيدان صغيرة,73052,1.5L توربو,CVT,بنزين,أزرق داكن,مواصفات خليجية (GCC),89500,91290
208,Honda Civic Sedan,2022,EX-L,سيدان صغيرة,45649,1.5L توربو,CVT,بنزين,أزرق داكن,مواصفات أمريكية,100500,102510
209,Honda Civic Sedan,2022,EX-L,سيدان صغيرة,72633,1.5L توربو,CVT,بنزين,بني برونزي,مواصفات خليجية (GCC),105500,107610
210,Honda Civic Sedan,2022,Touring,سيدان صغيرة,79276,1.5L توربو,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),100500,102510
211,Honda Civic Sedan,2022,Touring,سيدان صغيرة,89207,1.5L توربو,CVT,بنزين,برتقالي,مواصفات أمريكية,121500,123930
212,Honda Civic Sedan,2022,Touring,سيدان صغيرة,83560,1.5L توربو,CVT,بنزين,أزرق داكن,مواصفات خليجية (GCC),103000,105060
213,Honda Civic Sedan,2023,LX,سيدان صغيرة,57770,2.0L,CVT,بنزين,برتقالي,مواصفات يابانية,67500,68850
214,Honda Civic Sedan,2023,LX,سيدان صغيرة,54091,2.0L,CVT,بنزين,بيج شامبين,مواصفات خليجية (GCC),75500,77010
215,Honda Civic Sedan,2023,Sport,سيدان صغيرة,64779,1.5L توربو,CVT,بنزين,برتقالي,مواصفات أمريكية,101000,103020
216,Honda Civic Sedan,2023,Sport,سيدان صغيرة,49110,1.5L توربو,CVT,بنزين,أسود معدني,مواصفات يابانية,99000,100980
217,Honda Civic Sedan,2023,EX,سيدان صغيرة,48906,1.5L توربو,CVT,بنزين,أزرق داكن,مواصفات خليجية (GCC),116500,118830
218,Honda Civic Sedan,2023,EX,سيدان صغيرة,45870,1.5L توربو,CVT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),107500,109650
219,Honda Civic Sedan,2023,EX-L,سيدان صغيرة,43344,1.5L توربو,CVT,بنزين,أزرق داكن,مواصفات أمريكية,119000,121380
220,Honda Civic Sedan,2023,EX-L,سيدان صغيرة,52256,1.5L توربو,CVT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),111500,113730
221,Honda Civic Sedan,2023,Touring,سيدان صغيرة,45558,1.5L توربو,CVT,بنزين,أبيض لؤلؤي,مواصفات خليجية (GCC),133500,136170
222,Honda Civic Sedan,2023,Touring,سيدان صغيرة,53405,1.5L توربو,CVT,بنزين,رمادي فضي,مواصفات خليجية (GCC),103000,105060
223,Honda Civic Sedan,2024,LX,سيدان صغيرة,26787,2.0L,CVT,بنزين,رمادي فضي,مواصفات أمريكية,91500,93330
224,Honda Civic Sedan,2024,LX,سيدان صغيرة,27743,2.0L,CVT,بنزين,أزرق داكن,مواصفات خليجية (GCC),93500,95370
225,Honda Civic Sedan,2024,Sport,سيدان صغيرة,28600,1.5L توربو,CVT,بنزين,أزرق داكن,مواصفات أوروبية,113000,115260
226,Honda Civic Sedan,2024,Sport,سيدان صغيرة,31984,1.5L توربو,CVT,بنزين,رمادي فضي,مواصفات أوروبية,112500,114750
227,Honda Civic Sedan,2024,EX,سيدان صغيرة,32903,1.5L توربو,CVT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),126000,128520
228,Honda Civic Sedan,2024,EX,سيدان صغيرة,23788,1.5L توربو,CVT,بنزين,بيج شامبين,مواصفات خليجية (GCC),125000,127500
229,Honda Civic Sedan,2024,EX-L,سيدان صغيرة,37167,1.5L توربو,CVT,بنزين,بيج شامبين,مواصفات أمريكية,123000,125460
230,Honda Civic Sedan,2024,EX-L,سيدان صغيرة,26380,1.5L توربو,CVT,بنزين,بني برونزي,مواصفات خليجية (GCC),128000,130560
231,Honda Civic Sedan,2024,Touring,سيدان صغيرة,39743,1.5L توربو,CVT,بنزين,برتقالي,مواصفات خليجية (GCC),122500,124950
232,Honda Civic Sedan,2024,Touring,سيدان صغيرة,35591,1.5L توربو,CVT,بنزين,أبيض لؤلؤي,مواصفات خليجية (GCC),116500,118830
233,Honda Civic Sedan,2025,LX,سيدان صغيرة,20057,2.0L,CVT,بنزين,بني برونزي,مواصفات خليجية (GCC),86000,87720
234,Honda Civic Sedan,2025,LX,سيدان صغيرة,15589,2.0L,CVT,بنزين,بني برونزي,مواصفات خليجية (GCC),106500,108630
235,Honda Civic Sedan,2025,Sport,سيدان صغيرة,23488,1.5L توربو,CVT,بنزين,أسود معدني,مواصفات يابانية,102500,104550
236,Honda Civic Sedan,2025,Sport,سيدان صغيرة,21703,1.5L توربو,CVT,بنزين,بيج شامبين,مواصفات خليجية (GCC),110000,112200
237,Honda Civic Sedan,2025,EX,سيدان صغيرة,17823,1.5L توربو,CVT,بنزين,بيج شامبين,مواصفات أوروبية,129500,132090
238,Honda Civic Sedan,2025,EX,سيدان صغيرة,14645,1.5L توربو,CVT,بنزين,بيج شامبين,مواصفات يابانية,135500,138210
239,Honda Civic Sedan,2025,EX-L,سيدان صغيرة,14515,1.5L توربو,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),126500,129030
240,Honda Civic Sedan,2025,EX-L,سيدان صغيرة,15951,1.5L توربو,CVT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),122500,124950
241,Honda Civic Sedan,2025,Touring,سيدان صغيرة,8177,1.5L توربو,CVT,بنزين,رمادي فضي,مواصفات خليجية (GCC),139500,142290
242,Honda Civic Sedan,2025,Touring,سيدان صغيرة,19612,1.5L توربو,CVT,بنزين,بني برونزي,مواصفات أمريكية,123000,125460
243,Honda Civic Sedan,2026,LX,سيدان صغيرة,1697,2.0L,CVT,بنزين,أحمر كريستالي,مواصفات أمريكية,99000,100980
244,Honda Civic Sedan,2026,LX,سيدان صغيرة,2691,2.0L,CVT,بنزين,أبيض ثلجي,مواصفات أمريكية,94500,96390
245,Honda Civic Sedan,2026,Sport,سيدان صغيرة,23,1.5L توربو,CVT,بنزين,رمادي فضي,مواصفات يابانية,118000,120360
246,Honda Civic Sedan,2026,Sport,سيدان صغيرة,1064,1.5L توربو,CVT,بنزين,أسود معدني,مواصفات أمريكية,116500,118830
247,Honda Civic Sedan,2026,EX,سيدان صغيرة,211,1.5L توربو,CVT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),118500,120870
248,Honda Civic Sedan,2026,EX,سيدان صغيرة,4823,1.5L توربو,CVT,بنزين,أزرق داكن,مواصفات خليجية (GCC),131000,133620
249,Honda Civic Sedan,2026,EX-L,سيدان صغيرة,429,1.5L توربو,CVT,بنزين,بني برونزي,مواصفات أمريكية,126500,129030
250,Honda Civic Sedan,2026,EX-L,سيدان صغيرة,931,1.5L توربو,CVT,بنزين,بيج شامبين,مواصفات خليجية (GCC),122000,124440
251,Honda Civic Sedan,2026,Touring,سيدان صغيرة,4204,1.5L توربو,CVT,بنزين,بني برونزي,مواصفات خليجية (GCC),167000,170340
252,Honda Civic Sedan,2026,Touring,سيدان صغيرة,1814,1.5L توربو,CVT,بنزين,بني برونزي,مواصفات خليجية (GCC),168500,171870
253,Honda Civic Hatchback,2020,Sport,هاتشباك صغيرة,104150,1.5L توربو,CVT,بنزين,برتقالي,مواصفات خليجية (GCC),56500,57630
254,Honda Civic Hatchback,2020,Sport,هاتشباك صغيرة,113464,1.5L توربو,CVT,بنزين,برتقالي,مواصفات خليجية (GCC),59000,60180
255,Honda Civic Hatchback,2020,Sport,هاتشباك صغيرة,75547,1.5L توربو,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),67500,68850
256,Honda Civic Hatchback,2020,EX,هاتشباك صغيرة,83907,1.5L توربو,CVT,بنزين,أخضر زيتوني,مواصفات أمريكية,83500,85170
257,Honda Civic Hatchback,2020,EX,هاتشباك صغيرة,134414,1.5L توربو,CVT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),74000,75480
258,Honda Civic Hatchback,2020,EX,هاتشباك صغيرة,110912,1.5L توربو,CVT,بنزين,بني برونزي,مواصفات يابانية,67000,68340
259,Honda Civic Hatchback,2020,EX-L,هاتشباك صغيرة,95178,1.5L توربو,CVT,بنزين,أخضر زيتوني,مواصفات يابانية,85500,87210
260,Honda Civic Hatchback,2020,EX-L,هاتشباك صغيرة,107748,1.5L توربو,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),83500,85170
261,Honda Civic Hatchback,2020,EX-L,هاتشباك صغيرة,104712,1.5L توربو,CVT,بنزين,بيج شامبين,مواصفات أمريكية,80500,82110
262,Honda Civic Hatchback,2020,Touring,هاتشباك صغيرة,89770,1.5L توربو,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),77000,78540
263,Honda Civic Hatchback,2020,Touring,هاتشباك صغيرة,83237,1.5L توربو,CVT,بنزين,بيج شامبين,مواصفات أمريكية,78000,79560
264,Honda Civic Hatchback,2020,Touring,هاتشباك صغيرة,88901,1.5L توربو,CVT,بنزين,بني برونزي,مواصفات خليجية (GCC),76500,78030
265,Honda Civic Hatchback,2021,Sport,هاتشباك صغيرة,106410,1.5L توربو,CVT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),67000,68340
266,Honda Civic Hatchback,2021,Sport,هاتشباك صغيرة,63922,1.5L توربو,CVT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),75000,76500
267,Honda Civic Hatchback,2021,Sport,هاتشباك صغيرة,100050,1.5L توربو,CVT,بنزين,أحمر كريستالي,مواصفات أمريكية,68500,69870
268,Honda Civic Hatchback,2021,EX,هاتشباك صغيرة,69601,1.5L توربو,CVT,بنزين,أزرق داكن,مواصفات خليجية (GCC),94000,95880
269,Honda Civic Hatchback,2021,EX,هاتشباك صغيرة,105735,1.5L توربو,CVT,بنزين,أبيض ثلجي,مواصفات أمريكية,88500,90270
270,Honda Civic Hatchback,2021,EX,هاتشباك صغيرة,101035,1.5L توربو,CVT,بنزين,أزرق داكن,مواصفات خليجية (GCC),81500,83130
271,Honda Civic Hatchback,2021,EX-L,هاتشباك صغيرة,85877,1.5L توربو,CVT,بنزين,رمادي فضي,مواصفات خليجية (GCC),91500,93330
272,Honda Civic Hatchback,2021,EX-L,هاتشباك صغيرة,107956,1.5L توربو,CVT,بنزين,أبيض لؤلؤي,مواصفات خليجية (GCC),79500,81090
273,Honda Civic Hatchback,2021,EX-L,هاتشباك صغيرة,71206,1.5L توربو,CVT,بنزين,برتقالي,مواصفات خليجية (GCC),86000,87720
274,Honda Civic Hatchback,2021,Touring,هاتشباك صغيرة,85503,1.5L توربو,CVT,بنزين,بيج شامبين,مواصفات خليجية (GCC),99000,100980
275,Honda Civic Hatchback,2021,Touring,هاتشباك صغيرة,111263,1.5L توربو,CVT,بنزين,رمادي فضي,مواصفات يابانية,87000,88740
276,Honda Civic Hatchback,2021,Touring,هاتشباك صغيرة,68710,1.5L توربو,CVT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),86500,88230
277,Honda Civic Hatchback,2022,Sport,هاتشباك صغيرة,84774,1.5L توربو,CVT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),89500,91290
278,Honda Civic Hatchback,2022,Sport,هاتشباك صغيرة,78440,1.5L توربو,CVT,بنزين,أزرق داكن,مواصفات خليجية (GCC),84500,86190
279,Honda Civic Hatchback,2022,Sport,هاتشباك صغيرة,89840,1.5L توربو,CVT,بنزين,أبيض لؤلؤي,مواصفات أمريكية,93500,95370
280,Honda Civic Hatchback,2022,EX,هاتشباك صغيرة,63923,1.5L توربو,CVT,بنزين,أزرق داكن,مواصفات خليجية (GCC),80500,82110
281,Honda Civic Hatchback,2022,EX,هاتشباك صغيرة,59088,1.5L توربو,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),90000,91800
282,Honda Civic Hatchback,2022,EX,هاتشباك صغيرة,51653,1.5L توربو,CVT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),98000,99960
283,Honda Civic Hatchback,2022,EX-L,هاتشباك صغيرة,81670,1.5L توربو,CVT,بنزين,بيج شامبين,مواصفات خليجية (GCC),108500,110670
284,Honda Civic Hatchback,2022,EX-L,هاتشباك صغيرة,54225,1.5L توربو,CVT,بنزين,برتقالي,مواصفات خليجية (GCC),87000,88740
285,Honda Civic Hatchback,2022,EX-L,هاتشباك صغيرة,53229,1.5L توربو,CVT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),112000,114240
286,Honda Civic Hatchback,2022,Touring,هاتشباك صغيرة,75115,1.5L توربو,CVT,بنزين,بيج شامبين,مواصفات خليجية (GCC),97500,99450
287,Honda Civic Hatchback,2022,Touring,هاتشباك صغيرة,61798,1.5L توربو,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),109000,111180
288,Honda Civic Hatchback,2022,Touring,هاتشباك صغيرة,66082,1.5L توربو,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),120000,122400
289,Honda Civic Hatchback,2023,Sport,هاتشباك صغيرة,55535,1.5L توربو,CVT,بنزين,رمادي فضي,مواصفات خليجية (GCC),92500,94350
290,Honda Civic Hatchback,2023,Sport,هاتشباك صغيرة,43116,1.5L توربو,CVT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),81000,82620
291,Honda Civic Hatchback,2023,EX,هاتشباك صغيرة,53924,1.5L توربو,CVT,بنزين,رمادي فضي,مواصفات خليجية (GCC),93000,94860
292,Honda Civic Hatchback,2023,EX,هاتشباك صغيرة,46811,1.5L توربو,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),94500,96390
293,Honda Civic Hatchback,2023,EX-L,هاتشباك صغيرة,47801,1.5L توربو,CVT,بنزين,أبيض ثلجي,مواصفات أمريكية,117000,119340
294,Honda Civic Hatchback,2023,EX-L,هاتشباك صغيرة,62310,1.5L توربو,CVT,بنزين,بيج شامبين,مواصفات يابانية,110000,112200
295,Honda Civic Hatchback,2023,Touring,هاتشباك صغيرة,45624,1.5L توربو,CVT,بنزين,أزرق داكن,مواصفات خليجية (GCC),104500,106590
296,Honda Civic Hatchback,2023,Touring,هاتشباك صغيرة,54189,1.5L توربو,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),104000,106080
297,Honda Civic Hatchback,2024,Sport,هاتشباك صغيرة,36735,1.5L توربو,CVT,بنزين,بيج شامبين,مواصفات خليجية (GCC),107000,109140
298,Honda Civic Hatchback,2024,Sport,هاتشباك صغيرة,29663,1.5L توربو,CVT,بنزين,بني برونزي,مواصفات خليجية (GCC),87000,88740
299,Honda Civic Hatchback,2024,EX,هاتشباك صغيرة,39179,1.5L توربو,CVT,بنزين,أبيض لؤلؤي,مواصفات أوروبية,124000,126480
300,Honda Civic Hatchback,2024,EX,هاتشباك صغيرة,43102,1.5L توربو,CVT,بنزين,برتقالي,مواصفات خليجية (GCC),103500,105570
301,Honda Civic Hatchback,2024,EX-L,هاتشباك صغيرة,37899,1.5L توربو,CVT,بنزين,بيج شامبين,مواصفات خليجية (GCC),105000,107100
302,Honda Civic Hatchback,2024,EX-L,هاتشباك صغيرة,30028,1.5L توربو,CVT,بنزين,برتقالي,مواصفات خليجية (GCC),111000,113220
303,Honda Civic Hatchback,2024,Touring,هاتشباك صغيرة,41984,1.5L توربو,CVT,بنزين,بيج شامبين,مواصفات خليجية (GCC),139500,142290
304,Honda Civic Hatchback,2024,Touring,هاتشباك صغيرة,35850,1.5L توربو,CVT,بنزين,بيج شامبين,مواصفات خليجية (GCC),132000,134640
305,Honda Civic Hatchback,2025,Sport,هاتشباك صغيرة,17652,1.5L توربو,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),108500,110670
306,Honda Civic Hatchback,2025,Sport,هاتشباك صغيرة,22474,1.5L توربو,CVT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),105500,107610
307,Honda Civic Hatchback,2025,EX,هاتشباك صغيرة,14924,1.5L توربو,CVT,بنزين,رمادي فضي,مواصفات خليجية (GCC),105500,107610
308,Honda Civic Hatchback,2025,EX,هاتشباك صغيرة,17813,1.5L توربو,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),124500,126990
309,Honda Civic Hatchback,2025,EX-L,هاتشباك صغيرة,21229,1.5L توربو,CVT,بنزين,بيج شامبين,مواصفات خليجية (GCC),132500,135150
310,Honda Civic Hatchback,2025,EX-L,هاتشباك صغيرة,17717,1.5L توربو,CVT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),115500,117810
311,Honda Civic Hatchback,2025,Touring,هاتشباك صغيرة,21259,1.5L توربو,CVT,بنزين,رمادي فضي,مواصفات خليجية (GCC),120000,122400
312,Honda Civic Hatchback,2025,Touring,هاتشباك صغيرة,16107,1.5L توربو,CVT,بنزين,رمادي فضي,مواصفات خليجية (GCC),148500,151470
313,Honda Civic Hatchback,2026,Sport,هاتشباك صغيرة,1269,1.5L توربو,CVT,بنزين,أسود معدني,مواصفات خليجية (GCC),100000,102000
314,Honda Civic Hatchback,2026,Sport,هاتشباك صغيرة,4158,1.5L توربو,CVT,بنزين,بيج شامبين,مواصفات خليجية (GCC),129500,132090
315,Honda Civic Hatchback,2026,EX,هاتشباك صغيرة,1073,1.5L توربو,CVT,بنزين,رمادي فضي,مواصفات خليجية (GCC),132500,135150
316,Honda Civic Hatchback,2026,EX,هاتشباك صغيرة,1356,1.5L توربو,CVT,بنزين,بيج شامبين,مواصفات خليجية (GCC),136500,139230
317,Honda Civic Hatchback,2026,EX-L,هاتشباك صغيرة,1945,1.5L توربو,CVT,بنزين,برتقالي,مواصفات خليجية (GCC),147000,149940
318,Honda Civic Hatchback,2026,EX-L,هاتشباك صغيرة,1916,1.5L توربو,CVT,بنزين,برتقالي,مواصفات خليجية (GCC),153000,156060
319,Honda Civic Hatchback,2026,Touring,هاتشباك صغيرة,1589,1.5L توربو,CVT,بنزين,أبيض ثلجي,مواصفات أمريكية,152000,155040
320,Honda Civic Hatchback,2026,Touring,هاتشباك صغيرة,3609,1.5L توربو,CVT,بنزين,أخضر زيتوني,مواصفات أمريكية,158500,161670
321,Honda Civic Si,2018,Si,سيدان رياضية,165553,1.5L توربو,6-Speed MT,بنزين,أحمر كريستالي,مواصفات أوروبية,67000,68340
322,Honda Civic Si,2018,Si,سيدان رياضية,172515,1.5L توربو,6-Speed MT,بنزين,برتقالي,مواصفات خليجية (GCC),62000,63240
323,Honda Civic Si,2018,Si Special Edition,سيدان رياضية,148733,1.5L توربو,6-Speed MT,بنزين,بني برونزي,مواصفات أمريكية,62500,63750
324,Honda Civic Si,2018,Si Special Edition,سيدان رياضية,112006,1.5L توربو,6-Speed MT,بنزين,أزرق داكن,مواصفات أمريكية,62000,63240
325,Honda Civic Si,2019,Si,سيدان رياضية,138937,1.5L توربو,6-Speed MT,بنزين,أسود معدني,مواصفات أمريكية,68500,69870
326,Honda Civic Si,2019,Si,سيدان رياضية,111850,1.5L توربو,6-Speed MT,بنزين,أخضر زيتوني,مواصفات يابانية,75500,77010
327,Honda Civic Si,2019,Si Special Edition,سيدان رياضية,91599,1.5L توربو,6-Speed MT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),85500,87210
328,Honda Civic Si,2019,Si Special Edition,سيدان رياضية,94501,1.5L توربو,6-Speed MT,بنزين,أسود معدني,مواصفات خليجية (GCC),76500,78030
329,Honda Civic Si,2020,Si,سيدان رياضية,102350,1.5L توربو,6-Speed MT,بنزين,برتقالي,مواصفات خليجية (GCC),77500,79050
330,Honda Civic Si,2020,Si,سيدان رياضية,88323,1.5L توربو,6-Speed MT,بنزين,أسود معدني,مواصفات خليجية (GCC),89500,91290
331,Honda Civic Si,2020,Si,سيدان رياضية,73059,1.5L توربو,6-Speed MT,بنزين,بني برونزي,مواصفات أمريكية,80500,82110
332,Honda Civic Si,2020,Si Special Edition,سيدان رياضية,135497,1.5L توربو,6-Speed MT,بنزين,أزرق داكن,مواصفات خليجية (GCC),94500,96390
333,Honda Civic Si,2020,Si Special Edition,سيدان رياضية,95292,1.5L توربو,6-Speed MT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),83000,84660
334,Honda Civic Si,2020,Si Special Edition,سيدان رياضية,112963,1.5L توربو,6-Speed MT,بنزين,برتقالي,مواصفات أمريكية,82500,84150
335,Honda Civic Si,2021,Si,سيدان رياضية,112662,1.5L توربو,6-Speed MT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),82000,83640
336,Honda Civic Si,2021,Si,سيدان رياضية,77167,1.5L توربو,6-Speed MT,بنزين,أبيض ثلجي,مواصفات خليجية (GCC),93500,95370
337,Honda Civic Si,2021,Si,سيدان رياضية,87841,1.5L توربو,6-Speed MT,بنزين,أسود معدني,مواصفات خليجية (GCC),105500,107610
338,Honda Civic Si,2021,Si Special Edition,سيدان رياضية,103788,1.5L توربو,6-Speed MT,بنزين,بني برونزي,مواصفات أوروبية,90500,92310
339,Honda Civic Si,2021,Si Special Edition,سيدان رياضية,104876,1.5L توربو,6-Speed MT,بنزين,برتقالي,مواصفات خليجية (GCC),111500,113730
340,Honda Civic Si,2021,Si Special Edition,سيدان رياضية,64903,1.5L توربو,6-Speed MT,بنزين,أبيض لؤلؤي,مواصفات خليجية (GCC),103500,105570
341,Honda Civic Si,2022,Si,سيدان رياضية,67506,1.5L توربو,6-Speed MT,بنزين,أسود معدني,مواصفات خليجية (GCC),106500,108630
342,Honda Civic Si,2022,Si,سيدان رياضية,86579,1.5L توربو,6-Speed MT,بنزين,بني برونزي,مواصفات خليجية (GCC),96500,98430
343,Honda Civic Si,2022,Si,سيدان رياضية,68052,1.5L توربو,6-Speed MT,بنزين,برتقالي,مواصفات أوروبية,112000,114240
344,Honda Civic Si,2022,Si Special Edition,سيدان رياضية,57153,1.5L توربو,6-Speed MT,بنزين,برتقالي,مواصفات أمريكية,100000,102000
345,Honda Civic Si,2022,Si Special Edition,سيدان رياضية,50227,1.5L توربو,6-Speed MT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),106500,108630
346,Honda Civic Si,2022,Si Special Edition,سيدان رياضية,50914,1.5L توربو,6-Speed MT,بنزين,بني برونزي,مواصفات خليجية (GCC),112000,114240
347,Honda Civic Si,2023,Si,سيدان رياضية,58418,1.5L توربو,6-Speed MT,بنزين,أحمر كريستالي,مواصفات أمريكية,100500,102510
348,Honda Civic Si,2023,Si,سيدان رياضية,50909,1.5L توربو,6-Speed MT,بنزين,بيج شامبين,مواصفات يابانية,101000,103020
349,Honda Civic Si,2023,Si Special Edition,سيدان رياضية,46467,1.5L توربو,6-Speed MT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),125500,128010
350,Honda Civic Si,2023,Si Special Edition,سيدان رياضية,58946,1.5L توربو,6-Speed MT,بنزين,برتقالي,مواصفات أوروبية,124000,126480
351,Honda Civic Si,2024,Si,سيدان رياضية,41320,1.5L توربو,6-Speed MT,بنزين,أسود معدني,مواصفات خليجية (GCC),137000,139740
352,Honda Civic Si,2024,Si,سيدان رياضية,34203,1.5L توربو,6-Speed MT,بنزين,رمادي فضي,مواصفات خليجية (GCC),132000,134640
353,Honda Civic Si,2024,Si Special Edition,سيدان رياضية,41687,1.5L توربو,6-Speed MT,بنزين,بيج شامبين,مواصفات خليجية (GCC),134000,136680
354,Honda Civic Si,2024,Si Special Edition,سيدان رياضية,33707,1.5L توربو,6-Speed MT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),141000,143820
355,Honda Civic Si,2025,Si,سيدان رياضية,17002,1.5L توربو,6-Speed MT,بنزين,بيج شامبين,مواصفات خليجية (GCC),137500,140250
356,Honda Civic Si,2025,Si,سيدان رياضية,18624,1.5L توربو,6-Speed MT,بنزين,أخضر زيتوني,مواصفات خليجية (GCC),119500,121890
357,Honda Civic Si,2025,Si Special Edition,سيدان رياضية,21358,1.5L توربو,6-Speed MT,بنزين,رمادي فضي,مواصفات أوروبية,135500,138210
358,Honda Civic Si,2025,Si Special Edition,سيدان رياضية,24133,1.5L توربو,6-Speed MT,بنزين,أحمر كريستالي,مواصفات خليجية (GCC),127500,130050
359,Honda Civic Type R,2018,Type R,هاتشباك رياضية عالية الأداء,144941,2.0L توربو,6-Speed MT,بنزين,أبيض لؤلؤي,مواصفات يابانية,90500,92310
360,Honda Civic Type R,2018,Type R,هاتشباك رياضية عالية الأداء,172817,2.0L توربو,6-Speed MT,بنزين,بيج شامبين,مواصفات يابانية,94000,95880
361,Honda Civic Type R,2018,Type R Limited Edition,هاتشباك رياضية عالية الأداء,150443,2.0L توربو,6-Speed MT,بنزين,بيج شامبين,مواصفات خليجية (GCC),119000,121380
